AUC,EER
0.10195402756752447,0.848956258465461
0.683474562354255,0.4035372943147108
0.9690496137019454,0.052491544881938634
0.5657574184272535,0.47796104743267165
0.15462575546257556,0.7949790794979079
0.21360371084930832,0.765046590862444
0.8356713706860416,0.2538249266452424
0.9771391291033399,0.046317562394732836
0.6497874585001087,0.39145645226348935
0.2638743546811776,0.7667957304311428
0.13534981863839285,0.7978515625
0.3052337752965806,0.6765280571405115
0.7405321188878236,0.323685682326622
0.7136071528359877,0.31666813723327597
0.6459496951776,0.3893969262220275
0.8418505073070837,0.23356294020912843
0.5991914142899147,0.4139481034989709
0.9333379907782591,0.10560989241302221
0.43332345145089285,0.5454799107142857
0.30818942109264696,0.7317995624447238
0.7141926174184239,0.3191593352883676
0.3180244226994361,0.6756714036803141
0.7983018867924528,0.26008036338225016
0.6807697671175568,0.39362710918979227
0.7600474462740721,0.30556621546190343
0.7925209804825243,0.24768223277349652
0.35885234075405315,0.6316998468606432
0.6031624407913068,0.4189073093712269
0.4281252902386923,0.5677184916875638
0.5077427455357143,0.49874441964285715
0.2246904315196998,0.6945162154918252
0.4745524712884177,0.5331612963221277
0.49970976130769945,0.43722717562923746
0.9307007101514716,0.12107056360576332
0.4633861289422272,0.5470189087356964
0.8342955422302794,0.25193603867429
0.33574811925327386,0.6621853812575462
0.8024502297090352,0.25817903382987606
0.7752768703688948,0.29797426499880486
0.42873238723398865,0.5419794660151156
0.1573058725299193,0.7943779571388812
0.9555107152797105,0.08882549401614248
0.8870972929509514,0.1416617528812651
0.15231204489587685,0.7778550778411638
0.86801393728223,0.15016349504154383
0.8051151302685046,0.22168552306589118
0.39376319248078384,0.6377095862041499
0.6003772056403636,0.4698235487709172
0.22568819140725493,0.7101449275362319
0.5574092171188361,0.43889121566072564
0.708331008833101,0.345536959553696
0.5927526132404182,0.3813669257571697
0.492083391372986,0.48220504248502577
0.4731911189936611,0.5864822478405097
0.822425341892269,0.2358010047446274
0.5191081320113579,0.4977307638597961
0.13498814670199416,0.7965276809371078
0.8658693595172724,0.17561310437898459
0.5669874029656488,0.467958908566913
0.6609847956479287,0.3942390849490863
0.5914982578397212,0.45362637362637365
0.4429524255502259,0.5469859390226924
0.30430875167717275,0.6506101111364269
0.3659702878365831,0.6620241411327763
0.9753451401478176,0.07607493143680565
0.11106081708449397,0.8305246053853297
0.7652833645306464,0.28873113226333186
0.7354338409948302,0.3548938102556937
0.3770664994891799,0.6702656264511935
0.35766074416381166,0.573848697314955
0.9509222837911705,0.07608171402235772
0.43984228762595085,0.5063423473654864
0.6052228412256268,0.4073584029712163
0.5027274837511606,0.5778087279480038
0.7415378186376932,0.3242094999303524
0.7112182296231376,0.288911242132101
0.6755545820223825,0.41452268111035884
0.4777855153203343,0.4981894150417827
0.8129127004545065,0.2346711259754738
0.7095339164737158,0.3156354515050167
0.53226316922181,0.4553746629362839
0.4438108916303148,0.5203802745951276
0.4453048695409516,0.550190979489326
0.5974069694879627,0.45772572010378687
0.22586851619109682,0.772005772005772
0.5046941281125709,0.5160563442409629
0.3467665627375246,0.6605007212992695
0.25902975073706785,0.7151433931921737
0.6411731032921975,0.382187121423912
0.7674083355636115,0.3013764871900927
0.9373069138169808,0.13679490252476834
0.7759225027901786,0.26220703125
0.30302366345311127,0.6545992351207075
0.9635239735058246,0.055699039818822044
0.690168480535789,0.36888691223664016
0.7699362827207934,0.2892977961703944
0.36616759517177344,0.5939647168059423
0.737749267884535,0.33414679496118627
0.8518105849582173,0.17205199628597956
0.5239057708391414,0.4868971285196543
0.9342144042688507,0.11244512696418325
0.3764732691066071,0.5462964135154638
0.4942588396146397,0.4718765428972921
0.9244084136722173,0.1520894749422357
0.7659738689728925,0.280982935788348
0.0640551071527971,0.8983022543835235
0.7059500558035714,0.3025948660714286
0.6917154811715481,0.33033472803347286
0.8836935082754481,0.15231326644370125
0.6803541550474066,0.3523723209306031
0.9465828985622685,0.07662591102791827
0.3198549916341328,0.6466516612222133
0.7505158619220682,0.27942409840648585
0.9514189514189514,0.06317786156495836
0.3748897246598876,0.5976284997910573
0.8935320611041463,0.1562543529739518
0.759095989939919,0.2886055609892413
0.7201776858146943,0.2994178408381778
0.6954051302262949,0.34467270995500376
0.4896884169344698,0.5121210004191701
0.5275572945779765,0.44586361095584126
0.8217314560157629,0.23634908254997744
0.35205362122540035,0.6500677236873555
0.3169649086089019,0.6751299358169387
0.8366615463389656,0.22310664246148115
0.6257097644978125,0.4313816748890751
0.6100675630968747,0.41809720557855035
0.5882691502720804,0.4352980675317427
0.8404222745849808,0.23310968222905604
0.8945445235767817,0.16712051389470745
0.19281569173630453,0.7507660167130918
0.4826930353906515,0.4461273426141682
0.9159064817400479,0.1119643799062956
0.6300975692990212,0.4839840538570121
0.9959949141767324,0.002797202797202797
0.7903457571942675,0.26917941479418606
0.3242132989115266,0.6236219648339381
0.9382040531097134,0.1402690426275332
0.46158499697519656,0.5585260676004777
0.7405731128784707,0.3062430235802986
0.5173649874406921,0.49441808540329335
0.64111328125,0.4386160714285714
0.47462688882683296,0.5131248254677465
0.652823688717193,0.43327093870723643
0.8493699725670713,0.19101687822569394
0.8442119944211995,0.2552998605299861
0.6898930729893072,0.3885634588563459
0.5681922287944873,0.4217302981418415
0.8161102700980002,0.29288502908134806
0.1996187819618782,0.7159693165969316
0.5154929577464789,0.4761167666062381
0.7259347098214286,0.31180245535714285
0.7738975718671504,0.2987981440133966
